PUBCHEM_COMPOUND_CID,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_IUPAC_NAME,PUBCHEM_XLOGP3_AA,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_SMILES,PUBCHEM_CACTVS_TPSA,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT,Description
623,660.0,10,5,6,[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate,,C9H15N3O10P2,387.18,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O)O,201.0,0,24,
624,502.0,7,4,4,[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate,,C9H14N3O7P,307.2,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O,155.0,0,20,Cytidine 5'-(dihydrogen phosphate) is a pyrimidine 2'-deoxyribonucleoside monophosphate.
625,823.0,13,6,8,[[5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate,,C9H16N3O13P3,467.16,C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,248.0,0,28,
626,147.0,6,5,5,"3,4,5,6-tetrahydroxyhexanoic acid",-2.8,C6H12O6,180.16,C(C(C(C(CO)O)O)O)C(=O)O,118.0,0,12,
627,177.0,6,4,5,"4,5,6-trihydroxy-3-oxohexanoic acid",-2.3,C6H10O6,178.14,C(C(C(C(=O)CC(=O)O)O)O)O,115.0,0,12,
628,1130.0,19,8,11,"1-[5-[[[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]pyridin-1-ium-3-carboxylic acid",,C21H27N6O15P2+,665.4,C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)O,312.0,1,44,
629,783.0,8,6,9,"3-[[3-amino-5-[carbamimidoyl(methyl)amino]pentanoyl]amino]-6-(2,4-dioxopyrimidin-1-yl)-3,6-dihydro-2H-pyran-2-carboxylic acid",-4.9,C17H25N7O6,423.4,CN(CCC(CC(=O)NC1C=CC(OC1C(=O)O)N2C=CC(=O)NC2=O)N)C(=N)N,204.0,0,30,
630,249.0,6,4,1,"1,3,4-trihydroxy-5-oxocyclohexane-1-carboxylic acid",-2.4,C7H10O6,190.15,C1C(C(C(=O)CC1(C(=O)O)O)O)O,115.0,0,13,"1,3,4-Trihydroxy-5-oxocyclohexanecarboxylic acid is a hydroxy monocarboxylic acid."
631,231.0,3,2,16,2-amino-1-hydroxyoctadecan-3-one,5.7,C18H37NO2,299.5,CCCCCCCCCCCCCCCC(=O)C(CO)N,63.3,0,21,2-amino-1-hydroxyoctadecan-3-one is a sphingoid and a ketone.
632,246.0,5,2,2,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylic acid",-0.2,C7H9NO4,171.15,C1CC(N=C(C1)C(=O)O)C(=O)O,87.0,0,12,"2,3,4,5-tetrahydrodipicolinic acid is an amino dicarboxylic acid consisting of 2,3,4,5-tetrahydrodipyridine having two carboxy groups at the 2- and 6-positions. It has a role as an Escherichia coli metabolite. It is an amino dicarboxylic acid and a tetrahydropyridine. It is functionally related to a dipicolinic acid. It is a conjugate acid of a 2,3,4,5-tetrahydrodipicolinate(2-)."
633,1420.0,2,0,23,"2-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)naphthalene-1,4-dione",,C50H70O2,703.1,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=CC(=O)C2=CC=CC=C2C1=O)C)C)C)C)C)C)C)C,34.1,0,52,
634,213.0,7,4,3,[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl] dihydrogen phosphate,-2.1,C5H11O7P,214.11,C1C(C(OC1OP(=O)(O)O)CO)O,116.0,0,13,
635,213.0,7,4,3,"(3,5-dihydroxyoxolan-2-yl)methyl dihydrogen phosphate",-2.6,C5H11O7P,214.11,C1C(C(OC1O)COP(=O)(O)O)O,116.0,0,13,
636,307.0,7,3,2,5-(6-aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-ol,,C10H13N5O3,251.24,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O,119.0,0,18,
637,355.0,4,3,2,4-amino-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one,,C9H13N3O4,227.22,C1C(C(OC1N2C=CC(=NC2=O)N)CO)O,108.0,0,16,
640,343.0,5,3,2,"1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione",,C9H12N2O5,228.2,C1C(C(OC1N2C=CC(=O)NC2=O)CO)O,99.1,0,16,
641,221.0,7,4,5,"(2,3-dihydroxy-4-oxopentyl) dihydrogen phosphate",-3.1,C5H11O7P,214.11,CC(=O)C(C(COP(=O)(O)O)O)O,124.0,0,13,
642,1100.0,18,9,16,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-(2-sulfanylethylamino)propyl]amino]butyl] hydrogen phosphate",,C21H35N7O13P2S,687.6,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C(C(=O)NCCC(=O)NCCS)O,301.0,0,44,
643,243.0,3,3,6,6-(5-methyl-2-oxoimidazolidin-4-yl)hexanoic acid,0.8,C10H18N2O3,214.26,CC1C(NC(=O)N1)CCCCCC(=O)O,78.4,0,15,"Dethiobiotin is a hexanoic acid having a 5-methyl-2-oxoimidazolidin-4-yl group at the 6-position. It has a role as an Escherichia coli metabolite. It is a monocarboxylic acid, a member of ureas and an imidazolidinone. It is functionally related to a hexanoic acid. It is a conjugate acid of a dethiobiotin(1-)."
647,299.0,7,3,5,3-methylbut-2-enyl phosphono hydrogen phosphate,-1.1,C5H12O7P2,246.09,CC(=CCOP(=O)(O)OP(=O)(O)O)C,113.0,0,14,"Prenyl diphosphate is a prenol phosphate that is a phosphoantigen comprising the O-pyrophosphate of prenol. It has a role as an epitope, a phosphoantigen, an Escherichia coli metabolite and a mouse metabolite. It is a conjugate acid of a prenyl diphosphate(3-)."
648,225.0,4,3,1,"2,6-dioxo-1,3-diazinane-4-carboxylic acid",-1.5,C5H6N2O4,158.11,C1C(NC(=O)NC1=O)C(=O)O,95.5,0,11,"Dihydroorotic acid is a pyrimidinemonocarboxylic acid that results from the base-catalysed cyclisation of N(alpha)-carbethoxyasparagine. It is a secondary amide, a monocarboxylic acid, a pyrimidinemonocarboxylic acid and a N-acylurea. It is functionally related to an orotic acid. It is a conjugate acid of a dihydroorotate."
649,132.0,2,2,0,"1,3-diazinane-2,4-dione",-1.1,C4H6N2O2,114.1,C1CNC(=O)NC1=O,58.2,0,8,"5,6-dihydrouracil is a pyrimidine obtained by formal addition of hydrogen across the 5,6-position of uracil. It has a role as a metabolite, a human metabolite, an Escherichia coli metabolite and a mouse metabolite. It is functionally related to a uracil."
650,71.5,2,0,1,"butane-2,3-dione",,C4H6O2,86.09,CC(=O)C(=O)C,34.1,0,6,"Butane-2,3-dione is an alpha-diketone that is butane substituted by oxo groups at positions 2 and 3. It is a metabolite produced during the malolactic fermentation. It has a role as a Saccharomyces cerevisiae metabolite and an Escherichia coli metabolite."
652,151.0,4,3,7,"7,8-diaminononanoic acid",-2.3,C9H20N2O2,188.27,CC(C(CCCCCC(=O)O)N)N,89.3,0,13,"7,8-diaminononanoic acid is an amino fatty acid carrying amino substituents at positions 7 and 8. Some of its isomers are naturally occurring intermediates of biotin synthesis, and targets of antimicrobial and herbicide development. It is an amino monocarboxylic acid and an amino fatty acid. It is functionally related to a nonanoic acid. It is a conjugate base of a 7,8-diaminononanoate cation. It is a conjugate acid of a 7,8-diaminononanoate."
654,103.0,4,1,4,diethyl hydrogen phosphate,-0.3,C4H11O4P,154.1,CCOP(=O)(O)OCC,55.8,0,9,Diethyl hydrogen phosphate is a dialkyl phosphate having ethyl as the alkyl group. It has a role as a human xenobiotic metabolite and a mouse metabolite. It is a conjugate acid of a diethylphosphate(1-).
655,106.0,4,1,4,diethoxy-hydroxy-sulfanylidene-lambda5-phosphane,1.4,C4H11O3PS,170.17,CCOP(=S)(O)OCC,70.8,0,9,"O,O-diethyl hydrogen thiophosphate is an organic thiophosphate that is the diethyl ester of phosphorothioic O,O,O-acid. It has a role as a human xenobiotic metabolite and a mouse metabolite. It is a conjugate acid of an O,O-diethyl thiophosphate."
656,804.0,13,8,26,"13-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxydocosanoic acid",5.3,C34H64O13,680.9,CCCCCCCCCC(CCCCCCCCCCCC(=O)O)OC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O,216.0,0,47,
657,908.0,14,7,28,"13-[3-[6-(acetyloxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxydocosanoic acid",5.3,C36H66O14,722.9,CCCCCCCCCC(CCCCCCCCCCCC(=O)O)OC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)COC(=O)C)O)O)O,222.0,0,50,
658,1010.0,15,6,30,"13-[6-(acetyloxymethyl)-3-[6-(acetyloxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-4,5-dihydroxyoxan-2-yl]oxydocosanoic acid",5.3,C38H68O15,764.9,CCCCCCCCCC(CCCCCCCCCCCC(=O)O)OC1C(C(C(C(O1)COC(=O)C)O)O)OC2C(C(C(C(O2)COC(=O)C)O)O)O,228.0,0,53,
660,165.0,2,0,0,"3,4-dihydrochromen-2-one",1.6,C9H8O2,148.16,C1CC(=O)OC2=CC=CC=C21,26.3,0,11,"3,4-dihydrocoumarin is a chromanone that is the 3,4-dihydro derivative of coumarin. It has a role as a plant metabolite. It is functionally related to a coumarin."
662,392.0,6,4,1,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)-2,3-dihydrochromen-4-one",1.8,C15H12O6,288.25,C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,107.0,0,21,
663,130.0,3,3,7,"6,8-bis(sulfanyl)octanamide",1.1,C8H17NOS2,207.4,C(CCC(=O)N)CC(CCS)S,45.1,0,12,"Dihydrolipoamide is a dithiol and a monocarboxylic acid amide. It has a role as a human metabolite, a cofactor, a Saccharomyces cerevisiae metabolite and a mouse metabolite."
667,1910.0,18,11,20,"3-[7,13,17-tris(2-carboxyethyl)-3,8,12,18-tetrakis(carboxymethyl)-3,8-dimethyl-2,7,9,10,15,21,23,24-octahydroporphyrin-2-yl]propanoic acid",-0.1,C42H50N4O16,866.9,CC1(C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)C=C5C(C(C(=CC(=N2)C1CCC(=O)O)N5)(C)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)CC(=O)O,354.0,0,62,
668,158.0,6,3,4,(3-hydroxy-2-oxopropyl) dihydrogen phosphate,-2.5,C3H7O6P,170.06,C(C(=O)COP(=O)(O)O)O,104.0,0,10,"Dihydroxyacetone phosphate is a member of the class of glycerone phosphates that consists of glycerone bearing a single phospho substituent. It has a role as a human metabolite, a Saccharomyces cerevisiae metabolite, an Escherichia coli metabolite and a mouse metabolite. It is a primary alpha-hydroxy ketone and a member of glycerone phosphates. It is functionally related to a dihydroxyacetone. It is a conjugate acid of a glycerone phosphate(2-)."
669,183.0,6,3,4,(2-hydroxy-3-oxobutyl) dihydrogen phosphate,-2.5,C4H9O6P,184.08,CC(=O)C(COP(=O)(O)O)O,104.0,0,11,"2-hydroxy-3-oxobutyl phosphate is an oxoalkyl phosphate, a hydroxyalkyl phosphate and a secondary alpha-hydroxy ketone. It has a role as a Saccharomyces cerevisiae metabolite and an Escherichia coli metabolite."
670,44.0,3,2,2,"1,3-dihydroxypropan-2-one",-1.4,C3H6O3,90.08,C(C(=O)CO)O,57.5,0,6,"Dihydroxyacetone is a ketotriose consisting of acetone bearing hydroxy substituents at positions 1 and 3. The simplest member of the class of ketoses and the parent of the class of glycerones. It has a role as a metabolite, an antifungal agent, a human metabolite, a Saccharomyces cerevisiae metabolite, an Escherichia coli metabolite and a mouse metabolite. It is a ketotriose and a primary alpha-hydroxy ketone."
671,253.0,4,3,1,"1,4-dihydroxynaphthalene-2-carboxylic acid",2.5,C11H8O4,204.18,C1=CC=C2C(=C1)C(=CC(=C2O)C(=O)O)O,77.8,0,15,"1,4-dihydroxy-2-naphthoic acid is a naphthoic acid that is 2-naphthoic acid substituted by hydroxy groups at positions 1 and 4. It has a role as an Escherichia coli metabolite. It is a dihydroxy monocarboxylic acid, a naphthoic acid, a member of naphthalenediols and a naphthohydroquinone. It is functionally related to a 2-naphthoic acid. It is a conjugate acid of a 1,4-dihydroxy-2-naphthoate."
672,626.0,7,5,5,"6,7-dimethyl-8-(2,3,4,5-tetrahydroxypentyl)pteridine-2,4-dione",-2.7,C13H18N4O6,326.31,CC1=C(N(C2=NC(=O)NC(=O)C2=N1)CC(C(C(CO)O)O)O)C,155.0,0,23,
673,70.1,3,1,2,2-(dimethylamino)acetic acid,,C4H9NO2,103.12,CN(C)CC(=O)O,40.5,0,7,
674,2.8,1,1,0,N-methylmethanamine,-0.2,C2H7N,45.08,CNC,12.0,0,3,Dimethylamine is a secondary aliphatic amine where both N-substituents are methyl. It has a role as a metabolite. It is a secondary aliphatic amine and a member of methylamines. It is a conjugate base of a dimethylaminium.
675,146.0,1,1,0,"5,6-dimethyl-1H-benzimidazole",,C9H10N2,146.19,CC1=CC2=C(C=C1C)N=CN2,28.7,0,11,"5,6-dimethylbenzimidazole is a dimethylbenzimidazole carrying methyl substituents at positions 5 and 6. It has a role as an Escherichia coli metabolite and a human metabolite."
677,118.0,4,3,2,"2,3-dihydroxy-3-methylbutanoic acid",-0.9,C5H10O4,134.13,CC(C)(C(C(=O)O)O)O,77.8,0,9,"2,3-dihydroxy-3-methylbutanoic acid is a dihydroxy monocarboxylic acid that is isovaleric acid which is substituted by hydroxy groups at positions 2 and 3. It is functionally related to a butyric acid and an isovaleric acid. It is a conjugate acid of a 2,3-dihydroxy-3-methylbutanoate."
679,29.0,2,0,0,methylsulfinylmethane,-0.6,C2H6OS,78.14,CS(=O)C,36.3,0,4,"Dimethyl sulfoxide is a 2-carbon sulfoxide in which the sulfur atom has two methyl substituents. It has a role as a polar aprotic solvent, a radical scavenger, a non-narcotic analgesic, an antidote, a MRI contrast agent, an Escherichia coli metabolite, a geroprotector and an alkylating agent. It is a sulfoxide and a volatile organic compound."
680,270.0,4,2,9,"3,8-dimethyldec-7-enyl dihydrogen phosphate",3.1,C12H25O4P,264.3,CCC(=CCCCC(C)CCOP(=O)(O)O)C,66.8,0,17,
681,119.0,3,3,2,"4-(2-aminoethyl)benzene-1,2-diol",,C8H11NO2,153.18,C1=CC(=C(C=C1CCN)O)O,66.5,0,11,"Dopamine is catechol in which the hydrogen at position 4 is substituted by a 2-aminoethyl group. It has a role as a cardiotonic drug, a beta-adrenergic agonist, a dopaminergic agent, a sympathomimetic agent, a human metabolite, an Escherichia coli metabolite and a mouse metabolite. It is a conjugate base of a dopaminium(1+)."
682,354.0,5,2,3,"2-amino-3-(3,4-dioxocyclohexa-1,5-dien-1-yl)propanoic acid",-3.4,C9H9NO4,195.17,C1=CC(=O)C(=O)C=C1CC(C(=O)O)N,97.5,0,14,
683,311.0,10,5,6,phosphono 2-hydroxy-3-phosphonooxypropanoate,-3.9,C3H8O10P2,266.04,C(C(C(=O)OP(=O)(O)O)O)OP(=O)(O)O,171.0,0,15,"Glyceric acid 1,3-biphosphate is an acyclic mixed acid anhydride."
684,978.0,16,8,9,"[hydroxy-[[3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate",,C16H26N2O16P2,564.3,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O,271.0,0,36,
685,1000.0,15,6,8,"(3,4-dihydroxy-6-methyl-5-oxooxan-2-yl) [hydroxy-[[3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] hydrogen phosphate",-4.4,C16H24N2O15P2,546.31,CC1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O,248.0,0,35,
686,961.0,15,7,8,"[hydroxy-[[3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy]phosphoryl] (3,4,5-trihydroxy-6-methyloxan-2-yl) hydrogen phosphate",-4.8,C16H26N2O15P2,548.33,CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O)O,251.0,0,35,
687,645.0,11,5,6,"[5-(2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphono hydrogen phosphate",,C9H14N2O11P2,388.16,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)O)O,192.0,0,24,
688,488.0,8,4,4,"[5-(2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",,C9H13N2O8P,308.18,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)O)O,146.0,0,20,
689,808.0,14,6,8,"[[5-(2,4-dioxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate",,C9H15N2O14P3,468.14,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,239.0,0,28,
690,177.0,3,2,1,"2-methyl-1,4,5,6-tetrahydropyrimidine-6-carboxylic acid",-0.8,C6H10N2O2,142.16,CC1=NCCC(N1)C(=O)O,61.7,0,10,"2-Methyl-4-carboxy-3,4,5,6-tetrahydropyrimidine is an organooxygen compound and an organonitrogen compound. It is functionally related to an alpha-amino acid."
691,190.0,3,2,2,2-hydroxy-3-phenylprop-2-enoic acid,1.7,C9H8O3,164.16,C1=CC=C(C=C1)C=C(C(=O)O)O,57.5,0,12,
692,1060.0,15,9,6,"N-[7,11-bis[(2,3-dihydroxybenzoyl)amino]-2,6,10-trioxo-1,5,9-trioxacyclododec-3-yl]-2,3-dihydroxybenzamide",2.3,C30H27N3O15,669.5,C1C(C(=O)OCC(C(=O)OCC(C(=O)O1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O)NC(=O)C4=C(C(=CC=C4)O)O,288.0,0,48,
693,677.0,1,0,15,"2,2-dimethyl-3-(3,7,12,16,20-pentamethylhenicosa-3,7,11,15,19-pentaenyl)oxirane",10.3,C30H50O,426.7,CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC1C(O1)(C)C)C)C)C,12.5,0,31,
694,103.0,3,1,1,N-(pyridin-3-ylmethylidene)hydroxylamine,0.6,C6H6N2O,122.12,C1=CC(=CN=C1)C=NO,45.5,0,9,
695,215.0,8,4,4,"2,3-dihydroxy-4-phosphonooxybutanoate",-2.6,C4H8O8P-,215.08,C(C(C(C(=O)[O-])O)O)OP(=O)(O)O,147.0,-1,13,
696,220.0,8,5,5,"2,3-dihydroxy-4-phosphonooxybutanoic acid",-3.2,C4H9O8P,216.08,C(C(C(C(=O)O)O)O)OP(=O)(O)O,145.0,0,13,
697,186.0,7,4,5,"(2,3-dihydroxy-4-oxobutyl) dihydrogen phosphate",-3.3,C4H9O7P,200.08,C(C(C(C=O)O)O)OP(=O)(O)O,124.0,0,12,
698,418.0,2,1,0,"3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",,C18H22O2,270.4,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,37.3,0,20,
699,624.0,5,1,2,"(13-methyl-17-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-yl) hydrogen sulfate",,C18H22O5S,350.4,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O,89.1,0,24,
700,10.0,2,2,1,2-aminoethanol,,C2H7NO,61.08,C(CO)N,46.3,0,4,
701,140.0,3,0,4,ethyl 2-methyl-3-oxobutanoate,0.9,C7H12O3,144.17,CCOC(=O)C(C)C(=O)C,43.4,0,10,
702,2.8,1,1,0,ethanol,-0.1,C2H6O,46.07,CCO,20.2,0,3,"Ethanol is a primary alcohol that is ethane in which one of the hydrogens is substituted by a hydroxy group. It has a role as an antiseptic drug, a polar solvent, a neurotoxin, a central nervous system depressant, a teratogenic agent, a NMDA receptor antagonist, a protein kinase C agonist, a disinfectant, a human metabolite, a Saccharomyces cerevisiae metabolite, an Escherichia coli metabolite and a mouse metabolite. It is a primary alcohol, an alkyl alcohol, a volatile organic compound and a member of ethanols. It is a conjugate acid of an ethoxide."
703,1560.0,20,9,13,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] hydrogen phosphate",-5.0,C27H33N9O15P2,785.5,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,356.0,0,53,
704,833.0,18,9,12,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (5-amino-2,3,4-trihydroxypentyl) hydrogen phosphate",,C15H26N6O13P2,560.35,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC(C(C(CN)O)O)O)O)O)N,308.0,0,36,
705,1520.0,21,11,13,"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(7,8-dimethyl-2,4-dioxo-1,5-dihydrobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] hydrogen phosphate",-4.8,C27H35N9O15P2,787.6,CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,356.0,0,53,
706,568.0,7,3,11,"phosphono 3,7,11-trimethyldodeca-2,6,10-trienyl hydrogen phosphate",2.6,C15H28O7P2,382.33,CC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C,113.0,0,24,Farnesyl diphosphate is a farnesyl phosphate and a polyprenyl diphosphate.
707,951.0,1,1,22,"3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaen-1-ol",14.0,C40H66O,562.9,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCO)C)C)C)C)C)C)C)C,20.2,0,41,
708,1320.0,7,3,26,"3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl phosphono hydrogen phosphate",11.8,C40H68O7P2,722.9,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C)C)C,113.0,0,49,
709,224.0,4,2,3,3-(4-hydroxy-3-methoxyphenyl)prop-2-enoic acid,,C10H10O4,194.18,COC1=C(C=CC(=C1)C=CC(=O)O)O,66.8,0,14,
710,843.0,10,6,7,"[5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate",,C17H21N4O9P,456.3,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O,202.0,0,31,
711,802.0,11,8,7,"[5-(7,8-dimethyl-2,4-dioxo-1,5-dihydrobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate",-2.3,C17H23N4O9P,458.4,CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)(O)O)O)O)O,201.0,0,31,
712,2.0,1,0,0,formaldehyde,1.2,CH2O,30.026,C=O,17.1,0,2,
713,12.3,1,1,0,formamide,-0.8,CH3NO,45.041,C(=O)N,43.1,0,3,"Formamide is the simplest monocarboxylic acid amide, obtained by formal condensation of formic acid with ammonia. The parent of the class of formaldehydes. It has a role as a solvent. It is a monocarboxylic acid amide, a one-carbon compound and a member of formamides. It is functionally related to a formic acid. It is a tautomer of a formimidic acid."
714,1330.0,22,9,20,"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] methanethioate",,C22H36N7O17P3S,795.5,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC=O)O,389.0,0,50,
715,1340.0,16,9,27,"7-[[1-carboxy-4-[[1-carboxy-4-[2-[4-[[5-(formamidomethyl)furan-3-yl]methoxy]phenyl]ethylamino]-4-oxobutyl]amino]-4-oxobutyl]amino]-7-oxoheptane-1,3,4-tricarboxylic acid",-1.1,C35H44N4O16,776.7,C1=CC(=CC=C1CCNC(=O)CCC(C(=O)O)NC(=O)CCC(C(=O)O)NC(=O)CCC(C(CCC(=O)O)C(=O)O)C(=O)O)OCC2=COC(=C2)CNC=O,325.0,0,55,
716,162.0,6,5,2,"2,5-bis(hydroxymethyl)oxolane-2,3,4-triol",-2.3,C6H12O6,180.16,C(C1C(C(C(O1)(CO)O)O)O)O,110.0,0,12,"2,5-bis(hydroxymethyl)oxolane-2,3,4-triol is a C-glycosyl compound."
717,290.0,9,6,4,"[2,3,4-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methyl dihydrogen phosphate",-3.9,C6H13O9P,260.14,C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)O,157.0,0,16,
718,428.0,12,7,6,"[2,3,4-trihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]methyl dihydrogen phosphate",-5.6,C6H14O12P2,340.12,C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O,203.0,0,20,"1,6-di-o-phosphonohex-2-ulofuranose is a phospho sugar."
